title,rating,year,actors,runtime,url
Groundhog Day,8.0,1993,Bill Murray;Andie MacDowell;Chris Elliott;Stephen Tobolowsky,101,https://www.imdb.com//title/tt0107048/
Bound by Honor,8.0,1993,Damian Chapa;Jesse Borrego;Benjamin Bratt;Enrique Castillo,180,https://www.imdb.com//title/tt0106469/
Ba wang bie ji,8.1,1993,Leslie Cheung;Fengyi Zhang;Gong Li;You Ge,171,https://www.imdb.com//title/tt0106332/
Devasuram,8.7,1993,Mohanlal;Revathi;Nedumudi Venu;Innocent,187,https://www.imdb.com//title/tt0291855/
Carlito's Way,7.9,1993,Al Pacino;Sean Penn;Penelope Ann Miller;John Leguizamo,144,https://www.imdb.com//title/tt0106519/
Manichitrathazhu,8.8,1993,Mohanlal;Shobana;Suresh Gopi;Vinaya Prasad,169,https://www.imdb.com//title/tt0214915/
Schindler's List,8.9,1993,Liam Neeson;Ralph Fiennes;Ben Kingsley;Caroline Goodall,195,https://www.imdb.com//title/tt0108052/
Jûbê ninpûchô,7.9,1993,Kôichi Yamadera;Emi Shinohara;Takeshi Aono;Osamu Saka,94,https://www.imdb.com//title/tt0107692/
Trois couleurs: Bleu,7.9,1993,Juliette Binoche;Zbigniew Zamachowski;Julie Delpy;Benoît Régent,94,https://www.imdb.com//title/tt0108394/
Jurassic Park,8.1,1993,Sam Neill;Laura Dern;Jeff Goldblum;Richard Attenborough,127,https://www.imdb.com//title/tt0107290/
True Romance,7.9,1993,Christian Slater;Patricia Arquette;Dennis Hopper;Val Kilmer,119,https://www.imdb.com//title/tt0108399/
Forrest Gump,8.8,1994,Tom Hanks;Robin Wright;Gary Sinise;Sally Field,142,https://www.imdb.com//title/tt0109830/
Léon,8.5,1994,Jean Reno;Gary Oldman;Natalie Portman;Danny Aiello,110,https://www.imdb.com//title/tt0110413/
Andaz Apna Apna,8.1,1994,Aamir Khan;Salman Khan;Raveena Tandon;Karisma Kapoor,160,https://www.imdb.com//title/tt0109117/
Sátántangó,8.4,1994,Mihály Vig;Putyi Horváth;László feLugossy;Éva Almássy Albert,439,https://www.imdb.com//title/tt0111341/
Trois couleurs: Rouge,8.1,1994,Irène Jacob;Jean-Louis Trintignant;Frédérique Feder;Jean-Pierre Lorit,99,https://www.imdb.com//title/tt0111495/
The Shawshank Redemption,9.3,1994,Tim Robbins;Morgan Freeman;Bob Gunton;William Sadler,142,https://www.imdb.com//title/tt0111161/
Pred dozhdot,8.0,1994,Katrin Cartlidge;Rade Serbedzija;Grégoire Colin;Josif Josifovski,113,https://www.imdb.com//title/tt0110882/
Huo zhe,8.3,1994,You Ge;Gong Li;Ben Niu;Wu Jiang,133,https://www.imdb.com//title/tt0110081/
Once Were Warriors,7.9,1994,Rena Owen;Temuera Morrison;Mamaengaroa Kerr-Bell;Julian Arahanga,102,https://www.imdb.com//title/tt0110729/
Utomlennye solntsem,7.9,1994,Nikita Mikhalkov;Ingeborga Dapkunaite;Oleg Menshikov;Nadezhda Mikhalkova,135,https://www.imdb.com//title/tt0111579/
The Lion King,8.5,1994,Matthew Broderick;Jeremy Irons;James Earl Jones;Whoopi Goldberg,88,https://www.imdb.com//title/tt0110357/
Pulp Fiction,8.9,1994,John Travolta;Uma Thurman;Samuel L. Jackson;Bruce Willis,154,https://www.imdb.com//title/tt0110912/
Chung Hing sam lam,8.1,1994,Brigitte Lin;Takeshi Kaneshiro;Tony Chiu-Wai Leung;Faye Wong,102,https://www.imdb.com//title/tt0109424/
Toy Story,8.3,1995,Tom Hanks;Tim Allen;Don Rickles;Jim Varney,81,https://www.imdb.com//title/tt0114709/
Underground,8.1,1995,Predrag 'Miki' Manojlovic;Lazar Ristovski;Mirjana Jokovic;Slavko Stimac,170,https://www.imdb.com//title/tt0114787/
Spadikam,8.6,1995,Mohanlal;Thilakan;Sphadikam George;Urvashi,150,https://www.imdb.com//title/tt0292246/
Love Letter,7.9,1995,Miho Nakayama;Etsushi Toyokawa;Bunjaku Han;Katsuyuki Shinohara,117,https://www.imdb.com//title/tt0113703/
Dilwale Dulhania Le Jayenge,8.1,1995,Shah Rukh Khan;Kajol;Amrish Puri;Farida Jalal,189,https://www.imdb.com//title/tt0112870/
The Usual Suspects,8.5,1995,Kevin Spacey;Gabriel Byrne;Chazz Palminteri;Stephen Baldwin,106,https://www.imdb.com//title/tt0114814/
Braveheart,8.3,1995,Mel Gibson;Sophie Marceau;Patrick McGoohan;Angus Macfadyen,178,https://www.imdb.com//title/tt0112573/
Sai yau gei: Sin leui kei yun,8.0,1995,Stephen Chow;Man-Tat Ng;Athena Chu;Ada Choi,98,https://www.imdb.com//title/tt0114996/
Before Sunrise,8.1,1995,Ethan Hawke;Julie Delpy;Andrea Eckert;Hanno Pöschl,101,https://www.imdb.com//title/tt0112471/
Bombay,8.1,1995,Arvind Swamy;Manisha Koirala;Nassar;Kitty,141,https://www.imdb.com//title/tt0112553/
12 Monkeys,8.0,1995,Bruce Willis;Madeleine Stowe;Brad Pitt;Joseph Melito,129,https://www.imdb.com//title/tt0114746/
Kôkaku Kidôtai,8.0,1995,Atsuko Tanaka;Iemasa Kayumi;Akio Ôtsuka;Kôichi Yamadera,83,https://www.imdb.com//title/tt0113568/
Seven,8.6,1995,Morgan Freeman;Brad Pitt;Kevin Spacey;Andrew Kevin Walker,127,https://www.imdb.com//title/tt0114369/
Baasha,8.3,1995,Rajinikanth;Nagma;Raghuvaran;Vijayakumar,145,https://www.imdb.com//title/tt0139876/
Casino,8.2,1995,Robert De Niro;Sharon Stone;Joe Pesci;James Woods,178,https://www.imdb.com//title/tt0112641/
La haine,8.1,1995,Vincent Cassel;Hubert Koundé;Saïd Taghmaoui;Abdel Ahmed Ghili,98,https://www.imdb.com//title/tt0113247/
Heat,8.2,1995,Al Pacino;Robert De Niro;Val Kilmer;Jon Voight,170,https://www.imdb.com//title/tt0113277/
Mimi wo sumaseba,7.9,1995,Yoko Honna;Issey Takahashi;Takashi Tachibana;Shigeru Muroi,111,https://www.imdb.com//title/tt0113824/
The Grass Harp,8.0,1995,Piper Laurie;Sissy Spacek;Walter Matthau;Edward Furlong,107,https://www.imdb.com//title/tt0113211/
Poove Unakkaga,8.7,1996,Anju Aravind;Madhan Bob;Charlie;Jai Ganesh,150,https://www.imdb.com//title/tt2325915/
Eskiya,8.2,1996,Sener Sen;Ugur Yücel;Sermin Hürmeriç;Yesim Salkim,128,https://www.imdb.com//title/tt0116231/
Trainspotting,8.1,1996,Ewan McGregor;Ewen Bremner;Jonny Lee Miller;Kevin McKidd,93,https://www.imdb.com//title/tt0117951/
Lepa sela lepo gore,8.7,1996,Dragan Bjelogrlic;Nikola Kojo;Dragan Maksimovic;Zoran Cvijanovic,115,https://www.imdb.com//title/tt0116860/
Tian mi mi,8.1,1996,Maggie Cheung;Leon Lai;Eric Tsang;Kristy Yeung,118,https://www.imdb.com//title/tt0117905/
Indian,8.1,1996,Kamal Haasan;Sukanya;Manisha Koirala;Urmila Matondkar,185,https://www.imdb.com//title/tt0116630/
Sling Blade,8.0,1996,Billy Bob Thornton;Dwight Yoakam;J.T. Walsh;John Ritter,135,https://www.imdb.com//title/tt0117666/
Secrets and Lies,8.0,1996,Timothy Spall;Brenda Blethyn;Phyllis Logan;Claire Rushbrook,136,https://www.imdb.com//title/tt0117589/
Fargo,8.1,1996,William H. Macy;Frances McDormand;Steve Buscemi;Peter Stormare,98,https://www.imdb.com//title/tt0116282/
Bacheha-Ye aseman,8.3,1997,Mohammad Amir Naji;Amir Farrokh Hashemian;Bahare Seddiqi;Nafise Jafar-Mohammadi,89,https://www.imdb.com//title/tt0118849/
Pâfekuto burû,8.0,1997,Junko Iwao;Rica Matsumoto;Shinpachi Tsuji;Masaaki Ôkura,81,https://www.imdb.com//title/tt0156887/
Het leven is mooi,8.6,1997,Roberto Benigni;Nicoletta Braschi;Giorgio Cantarini;Giustino Durano,116,https://www.imdb.com//title/tt0118799/
Iruvar,8.5,1997,Mohanlal;Prakash Raj;Aishwarya Rai Bachchan;Gautami,140,https://www.imdb.com//title/tt0119385/
L.A. Confidential,8.2,1997,Kevin Spacey;Russell Crowe;Guy Pearce;Kim Basinger,138,https://www.imdb.com//title/tt0119488/
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",8.1,1997,Megumi Ogata;Megumi Hayashibara;Yûko Miyamura;Kotono Mitsuishi,87,https://www.imdb.com//title/tt0169858/
Good Will Hunting,8.3,1997,Robin Williams;Matt Damon;Ben Affleck;Stellan Skarsgård,126,https://www.imdb.com//title/tt0119217/
Knockin' on Heaven's Door,7.9,1997,Til Schweiger;Jan Josef Liefers;Thierry van Werveke;Moritz Bleibtreu,87,https://www.imdb.com//title/tt0119472/
Brat,7.9,1997,Sergey Bodrov;Viktor Sukhorukov;Svetlana Pismichenko;Mariya Zhukova,96,https://www.imdb.com//title/tt0118767/
Border,7.9,1997,Sunny Deol;Suniel Shetty;Akshaye Khanna;Jackie Shroff,176,https://www.imdb.com//title/tt0118751/
Boogie Nights,7.9,1997,Mark Wahlberg;Julianne Moore;Burt Reynolds;Luis Guzmán,155,https://www.imdb.com//title/tt0118749/
Masumiyet,8.2,1997,Güven Kiraç;Haluk Bilginer;Derya Alabora;Yalcin Cakmak,110,https://www.imdb.com//title/tt0128332/
Mononoke-hime,8.4,1997,Yôji Matsuda;Yuriko Ishida;Yûko Tanaka;Billy Crudup,134,https://www.imdb.com//title/tt0119698/
La leggenda del pianista sull'oceano,8.1,1998,Tim Roth;Pruitt Taylor Vince;Mélanie Thierry;Bill Nunn,169,https://www.imdb.com//title/tt0120731/
Ajans-E Shisheh-I,7.8,1998,Parviz Parastui;Reza Kianian;Habib Rezaei;Qasem Zare,114,https://www.imdb.com//title/tt0177511/
Gemide,8.0,1998,Erkan Can;Haldun Boysan;Yildiray Sahinler;Naci Tasdögen,102,https://www.imdb.com//title/tt0200654/
The Big Lebowski,8.1,1998,Jeff Bridges;John Goodman;Julianne Moore;Steve Buscemi,117,https://www.imdb.com//title/tt0118715/
Rane,8.0,1998,Dusan Pekic;Milan Maric;Dragan Bjelogrlic;Branka Katic,103,https://www.imdb.com//title/tt0165546/
Central do Brasil,8.0,1998,Fernanda Montenegro;Vinícius de Oliveira;Marília Pêra;Soia Lira,108,https://www.imdb.com//title/tt0140888/
Satya,8.3,1998,J.D. Chakravarthi;Manoj Bajpayee;Urmila Matondkar;Paresh Rawal,170,https://www.imdb.com//title/tt0195231/
Saving Private Ryan,8.6,1998,Tom Hanks;Matt Damon;Tom Sizemore;Edward Burns,169,https://www.imdb.com//title/tt0120815/
Festen,8.1,1998,Ulrich Thomsen;Henning Moritzen;Thomas Bo Larsen;Paprika Steen,105,https://www.imdb.com//title/tt0154420/
Her Sey Çok Güzel Olacak,8.1,1998,Cem Yilmaz;Mazhar Alanson;Ceyda Düvenci;Selim Nasit,107,https://www.imdb.com//title/tt0263438/
"Lock, Stock and Two Smoking Barrels",8.2,1998,Jason Flemyng;Dexter Fletcher;Nick Moran;Jason Statham,107,https://www.imdb.com//title/tt0120735/
American History X,8.5,1998,Edward Norton;Edward Furlong;Beverly D'Angelo;Jennifer Lien,119,https://www.imdb.com//title/tt0120586/
"Crna macka, beli macor",8.1,1998,Bajram Severdzan;Srdjan 'Zika' Todorovic;Branka Katic;Florijan Ajdini,127,https://www.imdb.com//title/tt0118843/
Mia aioniotita kai mia mera,7.9,1998,Bruno Ganz;Isabelle Renauld;Fabrizio Bentivoglio;Ahilleas Skevis,137,https://www.imdb.com//title/tt0156794/
Lajanje na zvezde,8.7,1998,Dragan Micanovic;Natasa Tapuskovic;Nikola Simic;Velimir 'Bata' Zivojinovic,95,https://www.imdb.com//title/tt0187231/
The Truman Show,8.1,1998,Jim Carrey;Ed Harris;Laura Linney;Noah Emmerich,103,https://www.imdb.com//title/tt0120382/
Pelísky,8.2,1999,Michael Beran;Miroslav Donutil;Simona Stasová;Kristýna Nováková,115,https://www.imdb.com//title/tt0167331/
Wo de fu qin mu qin,7.8,1999,Ziyi Zhang;Honglei Sun;Hao Zheng;Yulian Zhao,89,https://www.imdb.com//title/tt0235060/
Thulladha Manamum Thullum,8.4,1999,Thalapathy Vijay;Simran;Dhamu;Vaiyapuri,170,https://www.imdb.com//title/tt1517561/
The Straight Story,8.0,1999,Richard Farnsworth;Sissy Spacek;Jane Galloway Heitz;Joseph A. Carpenter,112,https://www.imdb.com//title/tt0166896/
Magnolia,8.0,1999,Tom Cruise;Jason Robards;Julianne Moore;Philip Seymour Hoffman,188,https://www.imdb.com//title/tt0175880/
The Green Mile,8.6,1999,Tom Hanks;Michael Clarke Duncan;David Morse;Bonnie Hunt,189,https://www.imdb.com//title/tt0120689/
Sarfarosh,8.1,1999,Aamir Khan;Naseeruddin Shah;Sonali Bendre;Mukesh Rishi,174,https://www.imdb.com//title/tt0200087/
Todo sobre mi madre,7.9,1999,Cecilia Roth;Marisa Paredes;Candela Peña;Antonia San Juan,101,https://www.imdb.com//title/tt0185125/
Toy Story 2,7.9,1999,Tom Hanks;Tim Allen;Joan Cusack;Kelsey Grammer,92,https://www.imdb.com//title/tt0120363/
Rang-e khoda,8.2,1999,Hossein Mahjoub;Mohsen Ramezani;Salameh Feyzi;Farahnaz Safari,90,https://www.imdb.com//title/tt0191043/
Padayappa,8.2,1999,Shivaji Ganesan;Rajinikanth;Ramya Krishnan;Soundarya,181,https://www.imdb.com//title/tt0213969/
De IJzeren reus,8.0,1999,Eli Marienthal;Harry Connick Jr.;Jennifer Aniston;Vin Diesel,86,https://www.imdb.com//title/tt0129167/
Vaastav: The Reality,8.0,1999,Sanjay Dutt;Namrata Shirodkar;Reema Lagoo;Shivaji Satam,145,https://www.imdb.com//title/tt0220832/
The Matrix,8.7,1999,Keanu Reeves;Laurence Fishburne;Carrie-Anne Moss;Hugo Weaving,136,https://www.imdb.com//title/tt0133093/
Fight Club,8.8,1999,Brad Pitt;Edward Norton;Meat Loaf;Zach Grenier,139,https://www.imdb.com//title/tt0137523/
La ley de Herodes,7.9,1999,Damián Alcázar;Pedro Armendáriz Jr.;Delia Casanova;Juan Carlos Colombo,123,https://www.imdb.com//title/tt0221344/
American Beauty,8.3,1999,Kevin Spacey;Annette Bening;Thora Birch;Wes Bentley,122,https://www.imdb.com//title/tt0169547/
Mudhalvan,8.4,1999,Arjun Sarja;Manisha Koirala;Raghuvaran;Vadivelu,169,https://www.imdb.com//title/tt0220656/
The Sixth Sense,8.1,1999,Bruce Willis;Haley Joel Osment;Toni Collette;Olivia Williams,107,https://www.imdb.com//title/tt0167404/
Brat 2,7.8,2000,Sergey Bodrov;Viktor Sukhorukov;Sergey Makovetskiy;Irina Saltykova,122,https://www.imdb.com//title/tt0238883/
Gongdong gyeongbi guyeok JSA,7.8,2000,Lee Yeong-ae;Lee Byung-hun;Kang-ho Song;Kim Tae-Woo,110,https://www.imdb.com//title/tt0260991/
Remember the Titans,7.8,2000,Denzel Washington;Will Patton;Wood Harris;Ryan Hurst,113,https://www.imdb.com//title/tt0210945/
Nueve reinas,7.9,2000,Ricardo Darín;Gastón Pauls;Graciela Tenenbaum;María Mercedes Villagra,114,https://www.imdb.com//title/tt0247586/
Almost Famous,7.9,2000,Billy Crudup;Patrick Fugit;Kate Hudson;Frances McDormand,122,https://www.imdb.com//title/tt0181875/
Wo hu cang long,7.8,2000,Chow Yun-Fat;Michelle Yeoh;Ziyi Zhang;Chang Chen,120,https://www.imdb.com//title/tt0190332/
Werckmeister harmóniák,8.1,2000,Lars Rudolph;Peter Fitz;Hanna Schygulla;János Derzsi,145,https://www.imdb.com//title/tt0249241/
Gladiator,8.5,2000,Russell Crowe;Joaquin Phoenix;Connie Nielsen;Oliver Reed,155,https://www.imdb.com//title/tt0172495/
Requiem for a Dream,8.3,2000,Ellen Burstyn;Jared Leto;Jennifer Connelly;Marlon Wayans,102,https://www.imdb.com//title/tt0180093/
Alai Payuthey,8.3,2000,Madhavan;Shalini;Swarnamalya;V. Natarajan,156,https://www.imdb.com//title/tt0242256/
Hey Ram,8.0,2000,Kamal Haasan;Shah Rukh Khan;Rani Mukerji;Hema Malini,186,https://www.imdb.com//title/tt0222012/
Memento,8.4,2000,Guy Pearce;Carrie-Anne Moss;Joe Pantoliano;Mark Boone Junior,113,https://www.imdb.com//title/tt0209144/
Hera Pheri,8.2,2000,Akshay Kumar;Suniel Shetty;Paresh Rawal;Tabu,156,https://www.imdb.com//title/tt0242519/
Amores perros,8.1,2000,Emilio Echevarría;Gael García Bernal;Goya Toledo;Álvaro Guerrero,154,https://www.imdb.com//title/tt0245712/
Dancer in the Dark,8.0,2000,Björk;Catherine Deneuve;David Morse;Peter Stormare,140,https://www.imdb.com//title/tt0168629/
Guizi lai le,8.2,2000,Wen Jiang;Kenya Sawada;Hongbo Jiang;Teruyuki Kagawa,139,https://www.imdb.com//title/tt0245929/
Kushi,8.0,2000,Jyotika;Thalapathy Vijay;Mumtaj;Shilpa Shetty Kundra,178,https://www.imdb.com//title/tt0361818/
Fa yeung nin wah,8.1,2000,Tony Chiu-Wai Leung;Maggie Cheung;Siu Ping-Lam;Tung Cho 'Joe' Cheung,98,https://www.imdb.com//title/tt0118694/
O Auto da Compadecida,8.7,2000,Matheus Nachtergaele;Selton Mello;Rogério Cardoso;Denise Fraga,104,https://www.imdb.com//title/tt0271383/
Snatch,8.2,2000,Jason Statham;Brad Pitt;Stephen Graham;Vinnie Jones,104,https://www.imdb.com//title/tt0208092/
Yi yi,8.2,2000,Nien-Jen Wu;Elaine Jin;Issei Ogata;Kelly Lee,173,https://www.imdb.com//title/tt0244316/
"Monsters, Inc.",8.1,2001,Billy Crystal;John Goodman;Mary Gibbs;Steve Buscemi,92,https://www.imdb.com//title/tt0198781/
Baran,7.8,2001,Hossein Abedini;Zahra Bahrami;Mohammad Amir Naji;Hossein Mahjoub,94,https://www.imdb.com//title/tt0233841/
Lagaan: Once Upon a Time in India,8.1,2001,Aamir Khan;Raghuvir Yadav;Gracy Singh;Rachel Shelley,224,https://www.imdb.com//title/tt0169102/
Le fabuleux destin d'Amélie Poulain,8.3,2001,Audrey Tautou;Mathieu Kassovitz;Rufus;Lorella Cravotta,122,https://www.imdb.com//title/tt0211915/
Spirited Away,8.6,2001,Daveigh Chase;Suzanne Pleshette;Miyu Irino;Rumi Hiiragi,125,https://www.imdb.com//title/tt0245429/
Shrek,7.9,2001,Mike Myers;Eddie Murphy;Cameron Diaz;John Lithgow,90,https://www.imdb.com//title/tt0126029/
Mulholland Drive,7.9,2001,Naomi Watts;Laura Harring;Justin Theroux;Jeanne Bates,147,https://www.imdb.com//title/tt0166924/
A Beautiful Mind,8.2,2001,Russell Crowe;Ed Harris;Jennifer Connelly;Christopher Plummer,135,https://www.imdb.com//title/tt0268978/
Nayak: The Real Hero,7.8,2001,Anil Kapoor;Rani Mukerji;Amrish Puri;Johny Lever,187,https://www.imdb.com//title/tt0291376/
Son of the Bride,7.8,2001,Ricardo Darín;Héctor Alterio;Norma Aleandro;Eduardo Blanco,123,https://www.imdb.com//title/tt0292542/
Cowboy Bebop: Tengoku no tobira,7.9,2001,Beau Billingslea;Melissa Fahn;Nicholas Guest;Kôichi Yamadera,115,https://www.imdb.com//title/tt0275277/
Munje!,7.9,2001,Boris Milivojevic;Sergej Trifunovic;Maja Mandzuka;Milica Vujovic,90,https://www.imdb.com//title/tt0279248/
No Man's Land,7.9,2001,Branko Djuric;Rene Bitorajac;Filip Sovagovic;Georges Siatidis,98,https://www.imdb.com//title/tt0283509/
Sennen joyû,7.9,2001,Miyoko Shôji;Shôzô Îzuka;Mami Koyama;Fumiko Orikasa,87,https://www.imdb.com//title/tt0291350/
Vizontele,8.0,2001,Yilmaz Erdogan;Demet Akbag;Altan Erkekli;Cem Yilmaz,110,https://www.imdb.com//title/tt0270053/
Donnie Darko,8.0,2001,Jake Gyllenhaal;Jena Malone;Mary McDonnell;Holmes Osborne,113,https://www.imdb.com//title/tt0246578/
Waking Life,7.8,2001,Ethan Hawke;Trevor Jack Brooks;Lorelei Linklater;Wiley Wiggins,99,https://www.imdb.com//title/tt0243017/
Dil Chahta Hai,8.1,2001,Aamir Khan;Saif Ali Khan;Akshaye Khanna;Preity Zinta,183,https://www.imdb.com//title/tt0292490/
Yeopgijeogin geunyeo,8.0,2001,Tae-Hyun Cha;Jun Ji-hyun;In-mun Kim;Song Wok-suk,137,https://www.imdb.com//title/tt0293715/
The Lord of the Rings: The Fellowship of the Ring,8.8,2001,Elijah Wood;Ian McKellen;Orlando Bloom;Sean Bean,178,https://www.imdb.com//title/tt0120737/
Tasogare Seibei,8.1,2002,Hiroyuki Sanada;Rie Miyazawa;Nenji Kobayashi;Ren Ôsugi,129,https://www.imdb.com//title/tt0351817/
Company,8.0,2002,Ajay Devgn;Mohanlal;Manisha Koirala;Seema Biswas,142,https://www.imdb.com//title/tt0296574/
Mou gaan dou,8.0,2002,Andy Lau;Tony Chiu-Wai Leung;Anthony Chau-Sang Wong;Eric Tsang,101,https://www.imdb.com//title/tt0338564/
Jibeuro,7.8,2002,Yoo Seung-ho;Eul-boon Kim;Hyo-hee Dong;Kyung-hyun Min,80,https://www.imdb.com//title/tt0312841/
Kukushka,7.8,2002,Anni-Kristiina Juuso;Ville Haapasalo;Viktor Bychkov;Mikhail Korobochkin,99,https://www.imdb.com//title/tt0308476/
The Pianist,8.5,2002,Adrien Brody;Thomas Kretschmann;Frank Finlay;Emilia Fox,150,https://www.imdb.com//title/tt0253474/
The Lord of the Rings: The Two Towers,8.7,2002,Elijah Wood;Ian McKellen;Viggo Mortensen;Orlando Bloom,179,https://www.imdb.com//title/tt0167261/
Dzien swira,8.1,2002,Marek Kondrat;Janina Traczykówna;Andrzej Grabowski;Michal Koterski,93,https://www.imdb.com//title/tt0330243/
Bang Bang You're Dead,7.8,2002,Tom Cavanagh;Ben Foster;Randy Harrison;Janel Moloney,93,https://www.imdb.com//title/tt0288439/
Lilja 4-ever,7.8,2002,Oksana Akinshina;Artyom Bogucharskiy;Pavel Ponomaryov;Lyubov Agapova,109,https://www.imdb.com//title/tt0300140/
The Bourne Identity,7.9,2002,Franka Potente;Matt Damon;Chris Cooper;Clive Owen,119,https://www.imdb.com//title/tt0258463/
Oasiseu,7.9,2002,Sol Kyung-gu;Moon So-ri;Ahn Nae-sang;Seung-wan Ryu,133,https://www.imdb.com//title/tt0320193/
Filantropica,8.5,2002,Mircea Diaconu;Gheorghe Dinica;Mara Nicolescu;Viorica Voda,110,https://www.imdb.com//title/tt0314067/
Mrtav 'ladan,8.4,2002,Nikola Djuricko;Sonja Kolacaric;Tara Manic;Srdjan 'Zika' Todorovic,90,https://www.imdb.com//title/tt0301634/
Cidade de Deus,8.6,2002,Alexandre Rodrigues;Leandro Firmino;Matheus Nachtergaele;Phellipe Haagensen,130,https://www.imdb.com//title/tt0317248/
Kannathil Muthamittal,8.4,2002,Madhavan;Simran;Prakash Raj;Nandita Das,136,https://www.imdb.com//title/tt0312859/
Hero,7.9,2002,Jet Li;Tony Chiu-Wai Leung;Maggie Cheung;Ziyi Zhang,120,https://www.imdb.com//title/tt0299977/
The Count of Monte Cristo,7.8,2002,Jim Caviezel;Guy Pearce;Christopher Adamson;JB Blanc,131,https://www.imdb.com//title/tt0245844/
Hable con ella,7.9,2002,Rosario Flores;Javier Cámara;Darío Grandinetti;Leonor Watling,112,https://www.imdb.com//title/tt0287467/
The Legend of Bhagat Singh,8.1,2002,Ajay Devgn;Sushant Singh;D. Santosh;Akhilendra Mishra,155,https://www.imdb.com//title/tt0319736/
Catch Me If You Can,8.1,2002,Leonardo DiCaprio;Tom Hanks;Christopher Walken;Martin Sheen,141,https://www.imdb.com//title/tt0264464/
Soldier's Girl,7.8,2003,Troy Garity;Lee Pace;Andre Braugher;Shawn Hatosy,112,https://www.imdb.com//title/tt0324013/
Ondskan,7.8,2003,Andreas Wilson;Henrik Lundström;Gustaf Skarsgård;Linda Zilliacus,113,https://www.imdb.com//title/tt0338309/
Les triplettes de Belleville,7.8,2003,Michèle Caucheteux;Jean-Claude Donda;Michel Robin;Monica Viegas,80,https://www.imdb.com//title/tt0286244/
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,7.8,2003,Romanthony;Thomas Bangalter,68,https://www.imdb.com//title/tt0368667/
Gangaajal,7.8,2003,Ajay Devgn;Gracy Singh;Mohan Joshi;Yashpal Sharma,157,https://www.imdb.com//title/tt0373856/
Tôkyô goddofâzâzu,7.8,2003,Tôru Emori;Yoshiaki Umegaki;Aya Okamoto;Shôzô Îzuka,90,https://www.imdb.com//title/tt0388473/
Keulraesik,7.8,2003,Son Ye-jin;In-Sung Jo;Cho Seung-woo;Ki-woo Lee,127,https://www.imdb.com//title/tt0348568/
Okkadu,8.0,2003,Mahesh Babu;Bhoomika Chawla;Prakash Raj;Joy Badlani,171,https://www.imdb.com//title/tt0366840/
Pirates of the Caribbean: The Curse of the Black Pearl,8.0,2003,Johnny Depp;Geoffrey Rush;Orlando Bloom;Keira Knightley,143,https://www.imdb.com//title/tt0325980/
Kill Bill: Vol. 1,8.1,2003,Uma Thurman;David Carradine;Daryl Hannah;Michael Madsen,111,https://www.imdb.com//title/tt0266697/
Vozvrashchenie,8.0,2003,Vladimir Garin;Ivan Dobronravov;Konstantin Lavronenko;Nataliya Vdovina,110,https://www.imdb.com//title/tt0376968/
"Spring, Summer, Fall, Winter... and Spring",8.0,2003,Kim Ki-duk;Oh Yeong-su;Jong-ho Kim;Kim Young-min,103,https://www.imdb.com//title/tt0374546/
Maqbool,8.1,2003,Irrfan Khan;Tabu;Pankaj Kapur;Naseeruddin Shah,132,https://www.imdb.com//title/tt0379370/
Dogville,8.0,2003,Nicole Kidman;Paul Bettany;Lauren Bacall;Harriet Andersson,178,https://www.imdb.com//title/tt0276919/
Oldeuboi,8.4,2003,Choi Min-sik;Yoo Ji-Tae;Kang Hye-jeong;Kim Byeong-Ok,120,https://www.imdb.com//title/tt0364569/
Pithamagan,8.4,2003,Vikram;Suriya;Laila;Sangeetha,139,https://www.imdb.com//title/tt0376076/
Profesionalac,8.4,2003,Bora Todorovic;Branislav Lecic;Natasa Ninkovic;Dragan Jovanovic,104,https://www.imdb.com//title/tt0339535/
The Lord of the Rings: The Return of the King,8.9,2003,Elijah Wood;Viggo Mortensen;Ian McKellen;Orlando Bloom,201,https://www.imdb.com//title/tt0167260/
Finding Nemo,8.1,2003,Albert Brooks;Ellen DeGeneres;Alexander Gould;Willem Dafoe,100,https://www.imdb.com//title/tt0266543/
La meglio gioventù,8.5,2003,Luigi Lo Cascio;Alessio Boni;Jasmine Trinca;Adriana Asti,366,https://www.imdb.com//title/tt0346336/
Salinui chueok,8.1,2003,Kang-ho Song;Kim Sang-kyung;Roe-ha Kim;Jae-ho Song,131,https://www.imdb.com//title/tt0353969/
Kaakha..Kaakha: The Police,8.1,2003,Suriya;Jyotika;'University' Jeevan;Daniel Balaji,153,https://www.imdb.com//title/tt0375878/
Munna Bhai M.B.B.S.,8.1,2003,Sanjay Dutt;Arshad Warsi;Gracy Singh;Boman Irani,156,https://www.imdb.com//title/tt0374887/
Mystic River,7.9,2003,Sean Penn;Tim Robbins;Kevin Bacon;Emmy Rossum,138,https://www.imdb.com//title/tt0327056/
Anbe Sivam,8.7,2003,Kamal Haasan;Madhavan;Kiran Rathod;Nassar,160,https://www.imdb.com//title/tt0367495/
Big Fish,8.0,2003,Ewan McGregor;Albert Finney;Billy Crudup;Jessica Lange,125,https://www.imdb.com//title/tt0319061/
Kal Ho Naa Ho,7.9,2003,Preity Zinta;Shah Rukh Khan;Saif Ali Khan;Jaya Bachchan,186,https://www.imdb.com//title/tt0347304/
